Inscricao;Perfil;Cargo;Estado;Concorre Vaga Ampla Concorrência;Concorre Vagas Reservadas às pessoas com deficiência;Concorre Vagas reservadas aos candidatos negros;Cidade onde realizará a 1a Etapa das Provas;Estado onde realizará a 1a Etapa das Provas
3000058;PE51;Microbiologia Básica e Molecular aplicada a Bactérias e Protozoários causadores de Zoonoses;Recife;Sim;Não;Não;Recife;PE
3003004;PE07;Análise de Políticas e Sistemas de Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002721;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003311;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Teresina;PI
3000666;PE28;Parasitos e vetores de malária na Amazônia;Porto Velho;Sim;Não;Não;Fortaleza;CE
3002445;PE58;Desenvolvimento e validação de metodologias alternativas ao uso de animais na pesquisa;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3001998;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004415;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3002104;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Sim;Campo Grande;MS
3004517;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Não;Teresina;PI
3004155;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Sim;Fortaleza;CE
3004623;PE70;Biologia Celular e Molecular de microorganismos;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3003000;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Sim;Brasília;DF
3001096;PE59;Criação e desenvolvimento de modelos de peixes para uso científico;Rio de Janeiro;Sim;Não;Não;Recife;PE
3004534;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Belo Horizonte;MG
3004043;PE60;Pesquisa Translacional;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001543;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001892;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Salvador;BA
3000731;PE35;Saúde Única na Amazônia;Manaus;Sim;Não;Não;Manaus;AM
3004079;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Sim;Salvador;BA
3003479;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Recife;PE
3004196;PE49;Genética molecular de tripanossomatídeos patogênicos;Curitiba;Sim;Não;Não;Belo Horizonte;MG
3003979;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003521;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3004247;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001547;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004254;PE34;Epidemiologia e Vigilância em Saúde Pública;Manaus;Sim;Não;Sim;Manaus;AM
3000161;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Campo Grande;MS
3001391;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004746;PE16;Ciência, Tecnologia e Inovação em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004780;PE83;Pesquisa Qualitativa;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3001771;PE49;Genética molecular de tripanossomatídeos patogênicos;Curitiba;Sim;Não;Não;Curitiba;PR
3000270;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Teresina;PI
3000984;PE49;Genética molecular de tripanossomatídeos patogênicos;Curitiba;Sim;Não;Não;Curitiba;PR
3002704;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004307;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000056;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Recife;PE
3003313;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002654;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000947;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004236;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3003470;PE41;Biologia celular e molecular da interação vetor/patógeno/ hospedeiro;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3003668;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3004266;PE40;Virologia com ênfase em doenças emergentes e reemergentes;Belo Horizonte;Sim;Não;Não;Curitiba;PR
3002816;PE87;Bioquímica, Biologia Celular e Molecular de Helmintos de Interesses em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002822;PE53;Biologia molecular das doenças transmissíveis;Recife;Sim;Não;Não;Belo Horizonte;MG
3003449;PE46;Micologia Molecular e Celular;Curitiba;Sim;Não;Não;Curitiba;PR
3002259;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3004398;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Sim;Não;Rio de Janeiro;RJ
3000755;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Campo Grande;MS
3003030;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004295;PE63;Pesquisa Clínica na Área da Mulher;Rio de Janeiro;Sim;Sim;Não;Belo Horizonte;MG
3002270;PE89;Bioquímica, Biologia Celular e Biologia Molecular de Parasitos de Interesse na Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002049;PE30;Pesquisa Clínica;Salvador;Sim;Não;Não;Rio de Janeiro;RJ
3001487;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003802;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3000214;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Sim;Belo Horizonte;MG
3003733;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Teresina;PI
3000492;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Sim;Sim;Fortaleza;CE
3003172;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002602;PE84;Pesquisa e Desenvolvimento de vacinas como estratégia de controle no combate a doenças infecto parasitárias;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004355;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Rio de Janeiro;RJ
3003488;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3004616;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Sim;Não;Curitiba;PR
3000040;PE58;Desenvolvimento e validação de metodologias alternativas ao uso de animais na pesquisa;Rio de Janeiro;Sim;Não;Não;Salvador;BA
3004649;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Campo Grande;MS
3001370;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002182;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Sim;Curitiba;PR
3000131;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002323;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Sim;Fortaleza;CE
3003673;PE77;Análise de informações dos sistemas nacionais de saúde (dados secundários);Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001365;PE54;Saúde Coletiva;Recife;Sim;Não;Sim;Recife;PE
3004148;PE84;Pesquisa e Desenvolvimento de vacinas como estratégia de controle no combate a doenças infecto parasitárias;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001694;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Não;Curitiba;PR
3000511;PE39;Biotecnologia aplicada a Inovações Terapêuticas e Imunobiológicos;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3002034;PE49;Genética molecular de tripanossomatídeos patogênicos;Curitiba;Sim;Não;Não;Belo Horizonte;MG
3002263;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001338;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000103;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002245;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003695;PE14;Política, planejamento, equidade e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003273;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3002208;PE37;Planejamento, Financiamento e Modelos de Gestão e Atenção à Saúde;Manaus;Sim;Não;Não;Manaus;AM
3000113;PE44;Pesquisa Qualitativa;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3001346;PE25;Química de Produtos Naturais aplicada a região do Cerrado Pantanal;Campo Grande;Sim;Não;Não;Rio de Janeiro;RJ
3001757;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003873;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002642;PE02;Terapias avançadas;Rio de Janeiro;Sim;Não;Não;Curitiba;PR
3003017;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004537;PE80;Desenvolvimento de metodologias de identificação e quantificação de nano produtos sujeitos à vigilância sanitária;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002886;PE76;Produção de informações por meio de inquéritos de saúde (dados primários), amostragem e análise dos dados;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002172;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000787;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000318;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3004511;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3001613;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003629;PE20;Educação profissional de nível médio na área de saúde mental;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3002129;PE65;Epidemiologista Social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000006;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002021;PE05;Estudos de Público e Educação Museal;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000340;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Recife;PE
3002298;PE54;Saúde Coletiva;Recife;Sim;Não;Não;Recife;PE
3004516;PE61;Pesquisador da Área das Ciências Humanas e Sociais;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003520;PE27;Micologia Médica;Porto Velho;Sim;Não;Não;Rio de Janeiro;RJ
3001742;PE42;Política, planejamento e gestão de sistemas, programas e serviços de saúde;Belo Horizonte;Sim;Não;Sim;Brasília;DF
3002699;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3001850;PE33;Medicina e Saúde Pública de Precisão;Salvador;Sim;Não;Não;Salvador;BA
3001014;PE80;Desenvolvimento de metodologias de identificação e quantificação de nano produtos sujeitos à vigilância sanitária;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003913;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3003896;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004583;PE36;Vigilância em Saúde e Ambiente na Amazônia;Manaus;Sim;Não;Sim;Manaus;AM
3004054;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Rio de Janeiro;RJ
3003786;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Teresina;PI
3003987;PE62;Cientista de Dados;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3004694;PE19;Educação profissional de nível médio com ênfase em trabalho e educação em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000469;PE30;Pesquisa Clínica;Salvador;Sim;Não;Sim;Belo Horizonte;MG
3000323;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000747;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Recife;PE
3000470;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3000997;PE57;Vigilância em Saúde;Brasília;Sim;Não;Sim;Brasília;DF
3001797;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3002392;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3003719;PE09;Violência e saúde;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3001017;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Sim;Belo Horizonte;MG
3004017;PE50;Virologia Clássica e molecular;Recife;Sim;Não;Não;Rio de Janeiro;RJ
3000565;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3001503;PE58;Desenvolvimento e validação de metodologias alternativas ao uso de animais na pesquisa;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001664;PE28;Parasitos e vetores de malária na Amazônia;Porto Velho;Sim;Não;Não;Porto Velho;RO
3004212;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Recife;PE
3000194;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003541;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Sim;Brasília;DF
3003780;PE41;Biologia celular e molecular da interação vetor/patógeno/ hospedeiro;Belo Horizonte;Sim;Não;Não;Porto Velho;RO
3003373;PE84;Pesquisa e Desenvolvimento de vacinas como estratégia de controle no combate a doenças infecto parasitárias;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002991;PE03;História da Saúde e História das Ciências;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002166;PE07;Análise de Políticas e Sistemas de Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000616;PE18;Populações vulnerabilizadas, grupos étnico, políticas públicas e equidade social;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001510;PE55;Bioecologia, vigilância e controle de culicídeos;Recife;Sim;Não;Não;Rio de Janeiro;RJ
3002248;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002251;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000525;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3001168;PE16;Ciência, Tecnologia e Inovação em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Brasília;DF
3004521;PE47;Biologia Molecular Aplicada ao Desenvolvimento de Sistemas de Expressão e Processos de Produção de Proteínas Recombinantes;Curitiba;Sim;Não;Não;Curitiba;PR
3004069;PE37;Planejamento, Financiamento e Modelos de Gestão e Atenção à Saúde;Manaus;Sim;Não;Não;Manaus;AM
3002997;PE13;Saúde do Trabalhador e Ecologia Humana com ênfase em Vigilância e Promoção da Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3001111;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3001551;PE51;Microbiologia Básica e Molecular aplicada a Bactérias e Protozoários causadores de Zoonoses;Recife;Sim;Não;Não;Recife;PE
3001033;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Recife;PE
3000942;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000124;PE06;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000644;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000411;PE34;Epidemiologia e Vigilância em Saúde Pública;Manaus;Sim;Não;Não;Manaus;AM
3001293;PE48;Engenharia Biomédica;Curitiba;Sim;Não;Não;Curitiba;PR
3002061;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Recife;PE
3004673;PE81;Epidemiologia em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000889;PE23;Iniciação científica na educação básica com ênfase em estudos sobre juventude;Rio de Janeiro;Sim;Não;Sim;Fortaleza;CE
3004793;PE56;Ciências Sociais em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3001981;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Belo Horizonte;MG
3000510;PE78;Comunicação e Saúde;Rio de Janeiro;Sim;Não;Não;Belo Horizonte;MG
3004141;PE04;História, Memória e Patrimônio Cultural;Rio de Janeiro;Sim;Não;Sim;Fortaleza;CE
3004817;PE90;Doenças crônico degenerativas de interesse em saúde pública;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3002217;PE29;Biologia de Sistemas com foco em Genômica e Transcriptômica de Células Individuais;Salvador;Sim;Não;Não;Fortaleza;CE
3003640;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3003866;PE35;Saúde Única na Amazônia;Manaus;Sim;Não;Não;Manaus;AM
3004769;PE57;Vigilância em Saúde;Brasília;Sim;Não;Não;Brasília;DF
3001954;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Sim;Manaus;AM
3000518;PE88;Bioquímica, Biologia Celular e Molecular de Bactérias de Interesse em Saúde Pública;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000513;PE26;Biologia e biodiversidade em saúde com ênfase em vetores e parasitas de doenças negligenciadas;Teresina;Sim;Não;Não;Porto Velho;RO
3002124;PE55;Bioecologia, vigilância e controle de culicídeos;Recife;Sim;Não;Não;Recife;PE
3002536;PE15;Saneamento e Vigilância em Saúde Ambiental;Rio de Janeiro;Sim;Não;Não;Fortaleza;CE
3002425;PE30;Pesquisa Clínica;Salvador;Sim;Não;Sim;Salvador;BA
3000289;PE32;Ciência de Dados em Saúde;Salvador;Sim;Não;Não;Salvador;BA
3000394;PE43;Epidemiologia;Belo Horizonte;Sim;Não;Não;Fortaleza;CE
3004264;PE54;Saúde Coletiva;Recife;Sim;Não;Sim;Recife;PE
3000568;PE47;Biologia Molecular Aplicada ao Desenvolvimento de Sistemas de Expressão e Processos de Produção de Proteínas Recombinantes;Curitiba;Sim;Não;Não;Rio de Janeiro;RJ
3001439;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Sim;Rio de Janeiro;RJ
3000951;PE24;Biodiversidade e Vigilância Genômica no âmbito da Saúde Única;Campo Grande;Sim;Não;Não;Fortaleza;CE
3003158;PE85;Mudanças climáticas, emergências sanitárias e vigilância em saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3000428;PE11;Direitos Humanos e Saúde;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
3002469;PE59;Criação e desenvolvimento de modelos de peixes para uso científico;Rio de Janeiro;Sim;Não;Não;Rio de Janeiro;RJ
